;artist_name_lastfm;tra_id;title_lastfm;genre;track_id;artist_name;title;loudness;tempo;time_signature;key;mode;duration;avg_timbre1;avg_timbre2;avg_timbre3;avg_timbre4;avg_timbre5;avg_timbre6;avg_timbre7;avg_timbre8;avg_timbre9;avg_timbre10;avg_timbre11;avg_timbre12;var_timbre1;var_timbre2;var_timbre3;var_timbre4;var_timbre5;var_timbre6;var_timbre7;var_timbre8;var_timbre9;var_timbre10;var_timbre11;var_timbre12
10;Aborted;8ce9fa08-e558-44ff-86ef-d0d99f5d68fe;The Spaying Séance;metal;TRBQJIP12903CF41BC;Aborted;The Spaying Séance;-4.478;122.662;4;1;0;264.56771000000003;52.415339421599995;59.236774733599994;16.5879726027;-13.3951841705;-43.9939360731;-27.7927792998;8.19071232877;6.81779756469;2.5439086758;7.561952815830001;-1.18828158295;1.5486164383599998;11.0961963703;332.31648865200003;218.73022188099998;128.79435046700002;269.095078918;223.92225508200002;136.73086751399998;168.88793226200002;148.144286518;129.46681394799998;106.439661925;94.9924218985
11;Aborted;93902ab2-f368-4d25-8dc0-cf6b5848f6b3;Gestated Rabidity;metal;TRTPDVD128F424219E;Aborted;Gestated Rabidity;-5.481;120.977;4;1;0;244.45342000000002;50.9587378788;67.9643893939;15.6543272727;-12.1388984848;-34.795969697;-24.888654545500003;3.0383545454500003;3.54620454545;11.941766666700001;12.5160787879;-1.69076969697;8.07112727273;8.85546231766;761.178118062;457.808230378;527.9896151180001;334.20476072;334.001710108;159.60229438;219.47085045400001;231.18906813900003;134.544644936;119.762472886;85.210767902
12;Aborted;93902ab2-f368-4d25-8dc0-cf6b5848f6b3;Gestated Rabidity;metal;TREFVJI128F423DC67;Aborted;Gestated Rabidity;-4.24;213.956;4;1;0;253.28281;51.5356753986;34.394399772199996;15.732936218699999;-8.51096697039;-45.4261378132;-21.1914339408;17.8105136674;-0.585574031891;-0.775634396355;3.0182915717500003;-1.5393564920299998;4.55674259681;27.305544449299997;925.288512855;548.4577204880001;406.95637677900004;686.528304524;402.17683918;181.337751569;207.46536104900002;227.043678143;144.58287059399998;151.582288355;112.406647077
13;Aborted;95480217-668c-4fae-8ff6-9530676ea45c;Blood Fixing The Bled;metal;TREHVVX128F4242190;Aborted;Blood Fixing The Bled;-5.412999999999999;118.205;4;11;0;184.0322;51.1285920304;67.1967533207;14.4837628083;-12.3401233397;-32.584398482;-24.9305711575;-0.6744516129029999;6.64716129032;7.330853889939999;12.784075901300001;-2.00255787476;9.18260151803;8.45555907265;766.741386808;388.491375475;511.289731744;377.856657462;283.868852617;143.612149037;351.91520757;176.888501912;169.05512916700002;123.42639493;78.0518512036
14;Aborted;a85969ec-882e-4f31-9da5-6b905d3b876d;Ingenuity In Genocide;metal;TRBNEGI12903CF41C0;Aborted;Ingenuity In Genocide;-4.833;202.332;1;3;0;220.31627999999998;51.8622020349;60.058947674399995;10.137625;-12.230031976700001;-42.5684956395;-27.698619186;7.629399709299999;4.41353343023;3.9827776162800004;7.4955566860500005;-0.8786177325579999;5.00156540698;6.303094120519999;420.42201979099997;224.37462722900003;314.862048915;322.856429855;269.174934189;194.611833191;238.434476667;173.288557876;143.495954418;100.69068882299999;147.980221307
15;Aborted;aaaa6bc8-bfc5-4d7b-b62d-9a6004126892;Threading On Vermillion Deception;metal;TRLQOED128F42421E4;Aborted;Threading On Vermillion Deception;-6.136;100.777;4;1;1;314.48771;50.175682110699995;65.5221866152;20.3201415701;-11.861092664100001;-35.8064298584;-24.3702445302;3.5189420849400004;5.216002574;8.87727413127;11.8066859717;-1.90531531532;5.84791119691;18.6035489581;1354.12070959;948.784742425;400.228960228;504.25987227300004;211.714413896;436.49154735400003;215.602642414;195.71717601400002;111.699993901;88.0607214849;132.51401245899999
16;Aborted;da13de04-366d-464d-a271-adcf9915ee28;Prolific Murder Contrivance;metal;TRJWCKK12903CF41C2;Aborted;Prolific Murder Contrivance;-4.773;218.222;1;1;0;185.02485;51.763678947399995;63.165461403500004;4.68927192982;-14.405999999999999;-43.082473684200004;-31.1870280702;10.6664421053;7.56068421053;4.8863614035100005;8.18865263158;-0.40808070175399996;3.63189824561;7.31439915482;395.04899490099996;242.383708977;430.62213288099997;360.998173923;338.023146536;148.103691819;266.022116476;136.57259141;134.514188876;147.921747036;93.0389352282
17;Aborted;e1a05b18-f7e4-4caf-9f02-0304b5fd62ae;Avenious;metal;TRAQTXL12903CF41BB;Aborted;Avenious;-4.435;89.604;4;9;1;280.5024;51.9635285118;56.704632823400004;19.8127009736;-10.008159944400001;-51.291810848400004;-21.7953073713;11.816449235;2.1794909596700003;1.21407093185;8.61187760779;-1.8279054242;6.973702364389999;11.4811521129;419.321094772;232.780662847;191.93495824299998;338.736665625;240.452363253;196.198257619;216.888126314;171.503551254;136.964515621;86.10390384360001;121.4719658
18;Aborted;f583277c-1e2a-414f-b4f2-4f1165153260;Dead Wreckoning;metal;TRGSVKS128F4242183;Aborted;Dead Wreckoning;-6.3870000000000005;105.82;1;1;1;221.1522;48.1544959872;63.1940545746;20.5557207063;-8.54996147673;-15.5256869984;-24.6971219904;3.81106581059;7.793264847510001;9.03134510433;13.7358812199;-3.40994382022;4.492894061;86.9525954217;1465.13709821;1791.01314062;915.347938698;933.026996465;408.95541128800005;417.982936521;397.39067578099997;419.69537552;182.26496151400002;118.742712015;139.367839571
19;Aborted;fe1e9b5d-6b50-4e51-80bc-46ec146f32c7;The Foul Nucleus Of Resurrection;metal;TRPPRVP12903CF41BE;Aborted;The Foul Nucleus Of Resurrection;-5.712999999999999;208.704;3;4;1;253.04771000000002;49.335387267899996;56.1413925729;12.3825954907;-10.591625994700001;-50.4966246684;-26.7313819629;9.121576923080001;3.89183687003;8.64898275862;8.05307692308;0.853834217507;7.355320954910001;47.933054688199995;653.4965137419999;551.508869726;487.55084538;410.65310627199995;280.867630912;215.14094176400002;274.232772556;156.949172081;132.544815888;70.8135373346;90.7994436636
20;Above & Beyond;afaedd84-c68c-4adc-98b9-0dbcfad1d903;Alone Tonight;dance and electronica;TRATLUZ12903CD483B;Above & Beyond;Alone Tonight;-8.131;137.877;4;1;1;513.38404;44.507502566099994;4.44019936834;-26.7971405448;10.5540872483;14.9134615081;-34.7996415318;5.76175246743;6.1677007501;5.50815238847;11.8549249901;3.91702881958;5.71811014607;33.0492174612;5959.33725085;1718.72174754;1985.3243271;735.630754356;532.438859708;375.94652099;296.976824346;190.83730529099998;318.815184389;193.26587951;135.681933278
21;Above & Beyond;bc03dc4a-a31f-4fda-957a-bbe16d483c16;Home;dance and electronica;TRBFSYY128F933B175;Above & Beyond;Home;-8.274;137.93200000000002;1;6;0;503.66649;45.423987286099994;-2.1799325183400002;-7.62094914425;9.84810904645;9.388013202929999;-35.8233466993;12.2588396088;0.51337799511;6.13526601467;7.5202498777499995;5.95056185819;-0.997170171149;25.1272892106;3989.4988946000003;1933.87724024;1440.31329375;844.611371582;556.122238848;342.366142539;246.614660135;210.251770915;229.169571752;152.949640636;118.098386035
22;Above & Beyond;fe2e0e57-2c39-4566-b2f3-2e14e1440692;Alone Tonight (Ronski Speed Remix);dance and electronica;TRIXOAE128F931581E;Above & Beyond;Alone Tonight (Ronski Speed Remix);-6.997999999999999;137.954;4;1;1;455.94077000000004;45.780589355100005;39.1543294483;-28.4788333333;19.9340027195;-5.006920357419999;-28.6899184149;11.1399630925;-3.26699106449;-0.334048562549;9.79232711733;4.7245003885;-0.355772727273;29.691740920300003;3277.50629633;1879.80058371;1473.79575251;692.7658561039999;614.948658353;440.334211429;399.573944435;265.813382484;258.842726687;249.685558875;111.37924833299999
23;Adrian Sherwood;f9a3c14e-7074-4724-904c-5d71f7bf9d30;Monastery Of Sound;soul and reggae;TRGJLEY128F14880C8;Adrian Sherwood;Monastery Of Sound;-8.001;163.99400000000003;4;6;1;292.41424;45.3107533445;13.7609908027;-12.3322968227;20.441156354500002;-17.3702374582;3.8492775919699995;1.11671655518;-14.587069397999999;13.9318804348;-5.96300668896;3.4050384615400002;4.58022240803;16.0666365972;3493.90790805;2518.78852675;1251.27648842;1659.48352157;807.9999621669999;1006.184982;448.035995702;370.285068823;354.05382987800004;215.377956348;183.359901061
24;Aghora;3c6aced1-95ca-4794-97cf-a06b15509a7e;Lotus;metal;TRNNVPF128F428797F;Aghora;Lotus;-9.42;119.943;4;7;0;74.08281;42.6363383686;-4.440561933530001;13.742450151099998;17.347160120799998;4.14801812689;-13.6403746224;-14.178722054400001;-4.9591842900300005;1.0033141993999999;3.27450453172;8.80815407855;9.56714501511;19.213971807;1588.02021406;1023.61697819;1933.35309828;788.575175275;1031.87531449;484.465363874;472.818425232;429.00062216099997;464.583425259;220.225128741;294.197242003
25;Aghora;3e28cd6b-307c-4d3e-bb1c-a06e96310155;Moksha;metal;TRKRAMA128F4287981;Aghora;Moksha;-3.9210000000000003;175.065;7;10;0;329.32526;51.623446087;29.9655069565;16.2121052174;-9.969357391299999;-36.761924347800004;-21.4372869565;-7.057183478260001;-6.535407826089999;15.7071695652;6.3215043478299995;-0.494324347826;-8.54159826087;8.00529535144;690.019685344;667.199189183;965.5098645789999;494.39275377800004;387.690771599;491.19165395699997;214.217941502;331.39316238099997;188.5817563;138.96247941;217.63753356599997
26;Aghora;4dbe6682-df2b-4e3f-a416-7623fb8b911d;Dime;metal;TRDWYNP128F4287985;Aghora;Dime;-5.3660000000000005;130.061;4;6;1;420.15302;48.106116328;16.5811695865;-4.58774421864;-2.430764541;-50.538807288;-14.0837316048;-7.87710651717;-3.7080266292900004;0.740105115627;-1.0529831815000001;4.150764541;-1.4033861247400001;16.7570438617;2155.41536514;1504.99147735;1052.92037171;1578.42427751;705.3182138;391.26435799;547.804058124;482.367851521;299.086862818;232.89687265900002;358.723570887
27;Aghora;522938fa-0260-4530-a09e-e44ba7d1f2af;Dual Alchemy;metal;TRNMSIW128F4287984;Aghora;Dual Alchemy;-5.357;140.16899999999998;4;10;0;336.50892999999996;47.947451968500005;30.2305015748;-29.859462204699998;-10.8763614173;-37.1228456693;-15.0553204724;-12.8953968504;-2.00593228346;4.13329527559;3.52885590551;2.3554858267700003;2.77691023622;21.9475917721;1534.34596688;1566.81449758;1361.85046793;717.7921899789999;821.153886733;387.839972663;408.165213136;416.66651395599996;321.640396794;281.711371969;299.612557757
28;Aghora;640c54d4-edad-4d58-9381-8d4b7fbd71ff;Open Close The Book;metal;TRKCJDR128F4287982;Aghora;Open Close The Book;-4.582;140.455;5;6;1;298.68363;50.0268157068;33.1800460733;19.9969120419;-8.10012251309;-32.6586115183;-17.020891099500002;-3.9185937172800003;2.20686910995;12.045183246099999;4.9812052356;-2.47610366492;-3.3027895288;39.0655652037;1640.05793794;1570.5924132999999;979.819251676;493.705031693;652.110877249;600.634931033;198.206161816;430.125169379;188.55754526299998;165.719320219;244.76071762
29;Aghora;8335a60d-cf91-4cf9-88ac-f20cdc839488;Atmas Heave;metal;TRHQBZP128F4287980;Aghora;Atmas Heave;-4.007;180.025;7;8;0;310.22975;49.414786691;19.530926162300002;-8.32529261623;-9.83334001823;-20.081284412000002;-16.5849188696;-12.403711941700001;-3.77418687329;11.2505679125;5.431049225160001;0.664475843209;1.68532634458;19.787556857000002;1773.40054672;899.951113788;1092.45312543;1238.45700911;630.728233506;393.88510710400004;287.343287654;314.426366072;205.922376056;198.476937593;270.78771689999996
30;Aghora;857f9476-7af9-4954-8a53-b66d72125398;Fade;metal;TRMVRCR128F4287987;Aghora;Fade;-5.72;239.757;3;1;1;280.5024;47.6694211597;22.756671414;-34.8570010173;-19.875623601199997;-28.2497416073;-20.0979888098;-24.8250620549;-7.141239064089999;-1.28048118006;-2.34291861648;4.2862889115;1.75198880977;24.470970717800004;1495.36343186;1880.72015621;1245.72137762;901.153337551;462.261776646;331.674049686;302.92972797;525.528383963;300.648507961;140.498024785;184.251306931
31;Aghora;aa31bbb2-bd13-41d7-a07d-05f620f0165d;1316;metal;TROAKRO128F4287986;Aghora;1316;-5.938;146.558;5;5;1;330.63138;47.536405708500006;31.1548552497;-10.0327186544;-12.223656473;-27.2035229358;-19.104533129500002;-15.1851253823;-3.37131906218;9.0635891947;3.5776778797099995;2.44803771662;5.650054026499999;47.1801004287;1392.17573237;1950.6503795;725.731657861;801.866438133;544.366197225;583.566368868;344.132889412;476.588401037;246.830329162;196.966453223;361.60519655300004
32;Aghora;cfd48ab3-b0d9-4140-bd2c-e078cd545bc3;Garuda;metal;TRRAKLJ128F4287983;Aghora;Garuda;-5.541;170.00599999999997;4;8;1;173.66159;46.3793886792;12.1865150943;-6.789233962259999;-2.41438113208;-54.6529113208;-14.6027264151;-3.9051245283;0.6558660377359999;-16.031315094300002;-5.78521132075;4.80781698113;2.6809283018900003;50.4441820263;3022.94694786;1733.54148847;1231.548286;835.574172466;820.965532569;314.957189943;402.469972501;714.8508580719999;307.704010906;229.72030487400002;383.841410727
33;A Hawk And A Hacksaw;0569e316-83dc-4a5d-bd4f-1861b6d7d934;The Way The Wind Blows;folk;TRLHDJV128F427AFAB;A Hawk And A Hacksaw;The Way The Wind Blows;-9.934;120.41799999999999;4;7;1;257.54077;45.437632352899996;22.109116176500002;80.7668323529;-3.35141470588;-5.23396764706;-7.71535294118;-1.05343088235;3.45964705882;31.443095588200002;7.225938235289999;-0.617663235294;4.81671617647;16.262318556;1749.70164245;517.18298959;1052.266267;364.24912569599996;477.198373843;507.224663595;332.792022055;479.80009706;215.18920737599998;188.336868212;391.707112239
34;A Hawk And A Hacksaw;05dd1a93-6edd-4c2f-8297-ab1090c20f0d;Maremaillette;folk;TRQLMAF12903C9544C;A Hawk And A Hacksaw;Maremaillette;-13.467;176.282;1;10;1;277.05424;40.5572138158;-59.1354120066;58.6917335526;10.4140238487;49.5994416118;-17.5891143092;-20.9512039474;-1.23204934211;3.70341776316;1.5265715460499998;8.028765625;17.159953947400002;23.735070001999997;1570.38911929;924.101897533;566.673853367;483.382406651;255.107638711;298.17676208;155.671939598;156.17458276;133.14579921700002;115.936882436;299.572765815
35;A Hawk And A Hacksaw;0f52d657-7f3d-4417-a433-6e7bb9d4b5c2;Romceasca;folk;TRWMLTX12903C9547B;A Hawk And A Hacksaw;Romceasca;-12.177;95.12200000000001;4;10;1;425.69097999999997;41.2001384615;-26.4964200669;45.1726367893;4.58616989967;18.190818729100002;-11.0216086957;-13.071302341099999;-7.67936789298;5.69743946488;-2.4645966555200003;1.78745083612;14.1269846154;36.5655957353;4630.87032076;1212.11114393;1180.65753112;597.347724875;674.630903698;439.38930812800004;361.59424798099997;351.52521838;294.33613551400003;252.577838129;271.684744795
36;A Hawk And A Hacksaw;1fdf0e84-f418-4f8f-8a7e-3707d7d30d79;A Hard Row To Hoe;folk;TRHERGR12903C95480;A Hawk And A Hacksaw;A Hard Row To Hoe;-4.918;146.321;4;8;0;144.27383;51.015012023999994;21.090006012;50.3118436874;-3.47124649299;22.6962364729;-10.4073426854;-16.702082164300002;-1.3973006012;-16.6704428858;-9.214937875750001;3.04110821643;5.88293386774;6.903708476810001;1265.60729985;422.422794637;776.878620298;295.585891996;462.527638337;241.016484448;234.34842787;206.084566499;233.345457922;213.079283608;299.680047424
37;A Hawk And A Hacksaw;3105be1b-d10b-4626-86ee-513364561172;For Slavoj;folk;TRUYORA12903C9553D;A Hawk And A Hacksaw;For Slavoj;-16.989;166.24599999999998;3;9;1;298.00444;34.5915592593;-75.00205555560001;110.17237963;25.9902148148;50.7565231481;-8.030565740739998;-17.510859259300002;-6.90417777778;-15.6525175926;-5.623885185190001;4.96512314815;0.35780462963;65.7364241243;4118.18073771;2768.83042731;1012.93846372;1203.72226403;453.842934966;458.169254625;540.07586768;558.1165917659999;299.980877361;119.01749995200001;319.746240589
38;A Hawk And A Hacksaw;455e89c8-0c37-4632-92af-6de099002184;The Moon Under Water;folk;TRDEOTO12903C95531;A Hawk And A Hacksaw;The Moon Under Water;-7.407;80.722;1;9;1;239.12444;44.6033495575;8.97387057522;74.4256393805;9.54311615044;4.17466482301;-6.76132190265;-0.878647123894;3.64383517699;-2.53967699115;-3.0097533185799996;3.0665652654900004;18.228029867300002;71.67688662340001;1803.79288788;1092.03065048;912.8623229389999;1015.04413452;387.527044099;346.206599233;220.45040836799998;354.157153575;170.20438577;188.34378828599998;252.762934567
39;A Hawk And A Hacksaw;49918fc4-b547-4031-baaa-73e740400bd7;Our Lady Of The Vlatva;folk;TRICWRE12903C95548;A Hawk And A Hacksaw;Our Lady Of The Vlatva;-18.42;67.734;4;10;1;96.28689;36.6555182186;-147.63805668;79.785097166;11.4081821862;20.4321295547;-10.8163076923;-9.37220647773;5.280218623480001;-19.8580242915;-10.6652267206;5.75543724696;4.62869635628;12.847402784100002;1755.92990239;877.923871505;925.843541185;809.6932577480001;489.41745724099997;512.4729543990001;214.37012724;345.704507441;238.62420385099998;144.922595363;227.776230722
40;A Hawk And A Hacksaw;55a8a301-3b1d-4471-8c7d-c81a0a8419c3;Song For Joseph;folk;TREYVSD128F427AFAC;A Hawk And A Hacksaw;Song For Joseph;-9.879;130.25;5;8;0;258.63791000000003;44.963072821800004;28.2546007802;64.9158985696;1.38590117035;16.5461807542;-14.1904642393;4.93973081925;2.45715474642;19.7410312094;6.67197009103;-3.12351105332;10.2328335501;47.77833166439999;907.849596583;1094.01088485;1187.45524033;567.884583433;661.785541167;349.699571807;220.814037954;291.56617972099997;142.627655972;217.740862177;230.00158331900002
41;A Hawk And A Hacksaw;57db0bcd-4b26-49b6-8a45-4b7929726082;All Along The Tide;folk;TRHJQFT12903C95483;A Hawk And A Hacksaw;All Along The Tide;-11.556;91.626;5;3;1;229.8771;42.2460151934;-21.5609502762;30.504095303899998;-3.53673066298;18.3036588398;-22.676308011;-7.2568494475100005;-4.68522099448;-0.114664364641;-2.53603314917;2.8491229281800003;6.972798342539999;54.7919544321;3260.61487283;2288.68974227;943.3600308380001;729.311951379;391.405802965;579.855548736;346.121040965;268.643743869;202.37344451299998;140.279172326;318.555357285
42;A Hawk And A Hacksaw;5acf00ff-6048-41af-80c7-179b8b6c8730;The Sparrow;folk;TRFAEPZ128F427AFB2;A Hawk And A Hacksaw;The Sparrow;-8.622;184.797;4;0;1;215.37913999999998;43.868961206899996;24.2360786638;83.18145581899999;16.9360484914;19.3686400862;-2.1352887931;-8.109643318969999;5.6466012931;5.95832974138;3.3025818965499996;1.7740409482799997;7.30735775862;52.5799774791;2598.38171369;1965.03804417;1094.05000309;878.028064409;1017.74981665;1070.83878033;420.43251571800005;410.258826128;411.806806584;353.31266746800003;425.690078984
43;A Hawk And A Hacksaw;5c6e53a5-42c5-43f6-8799-8f3d8bc32188;Salt Water;folk;TRFOYLW128F427AFB3;A Hawk And A Hacksaw;Salt Water;-15.897;131.884;3;9;0;195.7873;37.0022813008;-66.6784308943;92.9788796748;9.50736910569;-15.5375268293;2.2686585365900003;-6.1022471544700005;-0.186661788618;-12.5500178862;-2.8637756097600002;-2.4609691056900003;-3.66362926829;71.7499779127;4063.84730148;2073.56169025;929.183141947;771.214438438;1333.81555402;428.89061307400004;176.34536756400001;645.821122886;128.039832668;211.831332176;189.75570568400002
44;A Hawk And A Hacksaw;6f600373-a894-4bc3-8c4c-b34e3cfc9a7a;The Water Under The Moon;folk;TRNLZSX12903C95534;A Hawk And A Hacksaw;The Water Under The Moon;-13.258;70.398;1;0;1;232.07137999999998;41.1281934066;-51.067303296700004;85.2174945055;1.29736703297;-6.9297472527499995;-12.6982659341;-16.7179934066;2.80895604396;-0.948206593407;-0.878279120879;6.46790769231;19.8802395604;22.6004143802;1113.45524924;856.775207525;889.1215859289999;1745.30510688;349.482061026;489.736418455;259.456096864;290.790781171;154.551262399;219.79473035200002;329.446096973
45;A Hawk And A Hacksaw;8d18893b-e097-4e45-b620-da796fcf96ba;God Bless The Ottoman Empire;folk;TRNTPRM128F427AFAE;A Hawk And A Hacksaw;God Bless The Ottoman Empire;-8.141;93.39299999999999;5;0;1;246.33424;47.383873900299996;-16.701816226800002;33.7547663734;10.0553558162;-14.438910068399998;-12.3503098729;12.2306549365;-7.8591955034200005;14.526157380299999;3.9861339198400003;-0.241727272727;9.61875659824;16.5122333575;736.9719575460001;849.966458502;985.270610847;282.828603419;689.275788753;289.76121085200003;212.340081915;153.90042834;167.391000501;241.55790762700002;230.885309641
46;A Hawk And A Hacksaw;97c18d21-bb72-47ee-bce3-11cb1f80bd88;Portlandtown;folk;TRWSOZK12903C9554D;A Hawk And A Hacksaw;Portlandtown;-14.353;125.352;4;10;1;317.3873;38.6271448119;-103.74301710399999;70.0024218928;8.39041847206;9.30220068415;-15.2521094641;-12.830508551900001;-2.48273660205;-13.0089144812;-5.84565678449;6.24968415051;7.82729646522;43.5242248285;1928.58836913;995.572748362;762.331074834;857.9467916839999;459.946081418;408.714667757;323.609071268;230.13556073700002;170.421936453;116.33389124;198.196286316
47;A Hawk And A Hacksaw;993463a1-21f7-4d36-afef-eb661e322c73;Gadje Sirba;folk;TRBCJFR128F427AFB1;A Hawk And A Hacksaw;Gadje Sirba;-8.139;175.952;4;2;0;147.66975;46.4229363508;-31.2082828854;51.41631117399999;11.2357850071;-7.946742574260001;-7.792134370580001;21.5518132956;11.0399462518;-3.53523903819;0.8705997171150001;-0.0306831683168;9.19759971711;39.7701881275;1554.88113519;1852.11282167;774.31974347;355.028514098;561.0906888999999;333.70892263;422.807934356;138.941405585;228.06987424599998;216.21107455599997;159.140777188
